TaxonName,Genus,Species,InfraType1,InfraName1,InfraType2,InfraName2,InfraType3,InfraName3,FamilyEx,AccCount,CountryCount,ImageCount
Agave sebastiana,Agave,sebastiana,,,,,,,Asparagaceae,2,0,1
Agave  shawii,Agave,shawii,,,,,,,Asparagaceae,60,0,50
Agave shawii,Agave,shawii,,,,,,,Asparagaceae,7,0,4
Agave shawii × attenuata 'Blue Flame',Agave,shawii × attenuata,,,,,,,Asparagaceae,1,0,0
Agave sp,Agave,sp,,,,,,,Asparagaceae,2,0,0
Agave  sp unknown,Agave,sp unknown,,,,,,,Asparagaceae,19,0,16
Agave sp unknown,Agave,sp unknown,,,,,,,Asparagaceae,7,0,7
Agave supsimplex,Agave,supsimplex,,,,,,,Asparagaceae,1,0,0
Agave tequilana,Agave,tequilana,,,,,,,Asparagaceae,1,0,0
Agave utahensis,Agave,utahensis,,,,,,,Asparagaceae,3,0,0
Agave victoriae-reginae,Agave,victoriae-reginae,,,,,,,Asparagaceae,2,0,0
Agave vilmoriniana,Agave,vilmoriniana,,,,,,,Asparagaceae,4,0,0
Aglaomorpha brooksii,Aglaomorpha,brooksii,,,,,,,Polypodiaceae,2,0,0
Aglaomorpha morbilosum,Aglaomorpha,morbilosum,,,,,,,Polypodiaceae,1,0,0
Aglaomorpha roberts,Aglaomorpha,roberts,,,,,,,Polypodiaceae,1,0,0
Aglaomorpha sp.,Aglaomorpha,sp.,,,,,,,Polypodiaceae,2,0,0
Aglaomorpha sp. 'Roberts',Aglaomorpha,sp.,,,,,,,Polypodiaceae,1,0,0
Aglaonema commutatum,Aglaonema,commutatum,,,,,,,Araceae,1,0,0
Agonis flexuosa,Agonis,flexuosa,,,,,,,Myrtaceae,22,0,0
Agonis flexuosa Burgandy,Agonis,flexuosa,,,,,,,Myrtaceae,3,0,0
Agonis juniperina,Agonis,juniperina,,,,,,,Myrtaceae,1,0,0
Agoseris retrorsa,Agoseris,retrorsa,,,,,,,Asteraceae,3,1,0
Aiphanes caryotifolia,Aiphanes,caryotifolia,,,,,,,Arecaceae,2,1,0
Aiphanes lindeniana,Aiphanes,lindeniana,,,,,,,Arecaceae,1,0,0
Akebia quinata,Akebia,quinata,,,,,,,Lardizabalaceae,1,0,0
Alamania punicea,Alamania,punicea,,,,,,,Orchidaceae,1,0,0
Albizia adianthifolia,Albizia,adianthifolia,,,,,,,Fabaceae,2,0,0
Albizia anthelmintica,Albizia,anthelmintica,,,,,,,Fabaceae,9,0,0
Albizia julibrissin,Albizia,julibrissin,,,,,,,Fabaceae,21,0,0
Albizia julibrissin Summer Chocolate,Albizia,julibrissin,,,,,,,Fabaceae,4,0,0
Albizia julibrissin 'Summer Chocolate',Albizia,julibrissin,,,,,,,Fabaceae,1,0,0
Albizia lebbeck,Albizia,lebbeck,,,,,,,Fabaceae,1,0,0
Albizia polyphylla,Albizia,polyphylla,,,,,,,Fabaceae,2,0,0
Albizia saman,Albizia,saman,,,,,,,Fabaceae,4,0,0
Albuca altissima,Albuca,altissima,,,,,,,Asparagaceae,1,0,0
Albuca canadensis,Albuca,canadensis,,,,,,,Asparagaceae,2,0,0
Albuca crinifolia,Albuca,crinifolia,,,,,,,Asparagaceae,1,0,0
Alectryon coriaceus,Alectryon,coriaceus,,,,,,,Sapindaceae,1,0,0
Alectryon excelsus,Alectryon,excelsus,,,,,,,Sapindaceae,3,0,0
Aleurites fordii,Aleurites,fordii,,,,,,,Euphorbiaceae,2,0,0
Aleurites moluccana,Aleurites,moluccana,,,,,,,Euphorbiaceae,1,0,0
Alisma triviale,Alisma,triviale,,,,,,,Alismataceae,3,1,0
Allagoptera arenaria,Allagoptera,arenaria,,,,,,,Arecaceae,1,0,0
Allamanda cathartica,Allamanda,cathartica,,,,,,,Apocynaceae,2,0,0
Allamanda cathartica 'Hendersonii',Allamanda,cathartica,,,,,,,Apocynaceae,1,0,0
Allionia incarnata var. villosa,Allionia,incarnata,var.,villosa,,,,,Nyctaginaceae,1,1,0
Allium campanulatum,Allium,campanulatum,,,,,,,Amaryllidaceae,2,1,0
Allium fimbriatum var. fimbriatum,Allium,fimbriatum,var.,fimbriatum,,,,,Amaryllidaceae,1,1,0
Allium haematochiton,Allium,haematochiton,,,,,,,Amaryllidaceae,8,1,0
Allium peninsulare var. peninsulare,Allium,peninsulare,var.,peninsulare,,,,,Amaryllidaceae,3,1,0
Allium praecot,Allium,praecot,,,,,,,Amaryllidaceae,1,0,0
Allium praecox,Allium,praecox,,,,,,,Amaryllidaceae,3,1,0
Allium splendens,Allium,splendens,,,,,,,Amaryllidaceae,1,0,0
Allocasuarina torulosa,Allocasuarina,torulosa,,,,,,,Casuarinaceae,1,0,0
Alluaudia ascendens,Alluaudia,ascendens,,,,,,,Didiereaceae,1,0,0
Alluaudia comosa,Alluaudia,comosa,,,,,,,Didiereaceae,2,0,0
Alluaudia dumosa,Alluaudia,dumosa,,,,,,,Didiereaceae,3,0,0
Alluaudia humbertii,Alluaudia,humbertii,,,,,,,Didiereaceae,3,0,0
Alluaudia montagnacii,Alluaudia,montagnacii,,,,,,,Didiereaceae,3,0,0
Alluaudia procera,Alluaudia,procera,,,,,,,Didiereaceae,17,0,7
Alluaudiopsis fiherenensis,Alluaudiopsis,fiherenensis,,,,,,,Didiereaceae,1,0,0
Alluaudiopsis marnieriana,Alluaudiopsis,marnieriana,,,,,,,Didiereaceae,1,0,0
Alnus rhombifolia,Alnus,rhombifolia,,,,,,,Betulaceae,5,0,0
Alocasia cuprea,Alocasia,cuprea,,,,,,,Araceae,1,0,0
Alocasia odora,Alocasia,odora,,,,,,,Araceae,1,0,0
Aloe,Aloe,,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe  hybrid,Aloe,hybrid,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe #3,Aloe,#3,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe × spicata,Aloe,× spicata,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe aculeata,Aloe,aculeata,,,,,,,Xanthorrhoeaceae,8,0,3
Aloe aculeata f. venda,Aloe,aculeata,f.,venda,,,,,Xanthorrhoeaceae,1,0,0
Aloe aculeata × cameronii,Aloe,aculeata × cameronii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe aculeata × fero,Aloe,aculeata × fero,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe acutissima,Aloe,acutissima,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe acutissima acutissima,Aloe,acutissima,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe acutissima var. antanimorensis,Aloe,acutissima,var.,antanimorensis,,,,,Xanthorrhoeaceae,1,0,0
Aloe adigratana,Aloe,adigratana,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe africana,Aloe,africana,,,,,,,Xanthorrhoeaceae,4,0,0
Aloe africana Uitenhaagseaalwyn,Aloe,africana,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe albiflora,Aloe,albiflora,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe albiflora × bakeri,Aloe,albiflora × bakeri,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe alooides,Aloe,alooides,,,,,,,Xanthorrhoeaceae,3,0,1
Aloe ambigens,Aloe,ambigens,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe amudatensis,Aloe,amudatensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe andongensis,Aloe,andongensis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe andringitrensis,Aloe,andringitrensis,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe angelica,Aloe,angelica,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe arborescens,Aloe,arborescens,,,,,,,Xanthorrhoeaceae,10,0,5
Aloe arborescens 'Variegated',Aloe,arborescens,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe arborescens × erinacea,Aloe,arborescens × erinacea,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe arborescens × ferox,Aloe,arborescens × ferox,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe arenicola,Aloe,arenicola,,,,,,,Xanthorrhoeaceae,3,0,1
Aloe aristata,Aloe,aristata,,,,,,,Xanthorrhoeaceae,2,0,1
Aloe armatissima,Aloe,armatissima,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe audhalica,Aloe,audhalica,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe austroarabica,Aloe,austroarabica,,,,,,,Xanthorrhoeaceae,3,0,4
Aloe bainesii,Aloe,bainesii,,,,,,,Xanthorrhoeaceae,9,0,1
Aloe bainesii × pillansii,Aloe,bainesii × pillansii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe bakeri,Aloe,bakeri,,,,,,,Xanthorrhoeaceae,4,0,0
Aloe balli,Aloe,balli,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe ballii,Aloe,ballii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe ballyi,Aloe,ballyi,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe barbarae,Aloe,barbarae,,,,,,,Xanthorrhoeaceae,4,0,2
Aloe barbatiensis,Aloe,barbatiensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe barberae,Aloe,barberae,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe bargalensis,Aloe,bargalensis,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe betsileensis,Aloe,betsileensis,,,,,,,Xanthorrhoeaceae,1,1,0
Aloe 'Blue Elf',Aloe,'Blue Elf',,,,,,,Xanthorrhoeaceae,2,0,0
Aloe boiteauii,Aloe,boiteauii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe bosseri,Aloe,bosseri,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe branddraaiensis,Aloe,branddraaiensis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe brevifolia,Aloe,brevifolia,,,,,,,Xanthorrhoeaceae,13,0,4
"Aloe brevifolia Duine-aalwyn, Kleinaalwyn",Aloe,brevifolia,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe broomii,Aloe,broomii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe buchlohii,Aloe,buchlohii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe buettneri,Aloe,buettneri,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe buhrii,Aloe,buhrii,,,,,,,Xanthorrhoeaceae,4,0,4
Aloe bulbillifera v. paulianae,Aloe,bulbillifera,var.,paulianae,,,,,Xanthorrhoeaceae,1,0,3
Aloe bulbillifera var. paulianae,Aloe,bulbillifera,var.,paulianae,,,,,Xanthorrhoeaceae,5,0,0
Aloe burgersfortensis,Aloe,burgersfortensis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe bussei,Aloe,bussei,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe butiabana,Aloe,butiabana,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe cameronii,Aloe,cameronii,,,,,,,Xanthorrhoeaceae,6,0,1
Aloe cameronii × aculeata,Aloe,cameronii × aculeata,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe cameronii × tauri,Aloe,cameronii × tauri,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe camperi,Aloe,camperi,,,,,,,Xanthorrhoeaceae,8,0,2
"Aloe camperi ""cornuta""",Aloe,camperi,,,,,,,Xanthorrhoeaceae,2,0,1
Aloe camperi conuta form,Aloe,camperi,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe camperi f. yellow,Aloe,camperi,f.,yellow,,,,,Xanthorrhoeaceae,1,0,0
Aloe camperi variegata,Aloe,camperi,,,,,,,Xanthorrhoeaceae,2,0,1
Aloe camperi variegate,Aloe,camperi,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe canarina,Aloe,canarina,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe capitata,Aloe,capitata,,,,,,,Xanthorrhoeaceae,4,0,2
Aloe capitata var. gneissicola,Aloe,capitata,var.,gneissicola,,,,,Xanthorrhoeaceae,3,0,0
Aloe capitata var. quartziticola,Aloe,capitata,var.,quartziticola,,,,,Xanthorrhoeaceae,3,0,0
Aloe castanea,Aloe,castanea,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe casteanaea,Aloe,casteanaea,,,,,,,Xanthorrhoeaceae,2,0,2
Aloe casteanaea × excelsa,Aloe,casteanaea,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe castellorum,Aloe,castellorum,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe castillorum,Aloe,castillorum,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe chabaudii,Aloe,chabaudii,,,,,,,Xanthorrhoeaceae,6,0,4
Aloe cheranganiensis,Aloe,cheranganiensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe ciliaris,Aloe,ciliaris,,,,,,,Xanthorrhoeaceae,8,0,0
Aloe ciliaris ×,Aloe,ciliaris ×,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe citrina,Aloe,citrina,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe classenii,Aloe,classenii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe claviflora,Aloe,claviflora,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe comosa,Aloe,comosa,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe comptonii,Aloe,comptonii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe confusa,Aloe,confusa,,,,,,,Xanthorrhoeaceae,2,0,2
Aloe congolensis,Aloe,congolensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe cooperi,Aloe,cooperi,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe cremnophila,Aloe,cremnophila,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe cryptoflora,Aloe,cryptoflora,,,,,,,Xanthorrhoeaceae,3,0,4
Aloe cryptopoda,Aloe,cryptopoda,,,,,,,Xanthorrhoeaceae,5,0,1
Aloe cryptopoda Geelaalwyn,Aloe,cryptopoda,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe dawei,Aloe,dawei,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe debrana,Aloe,debrana,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe decurva,Aloe,decurva,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe delphinensis,Aloe,delphinensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe  deltoideodonta,Aloe,deltoideodonta,,,,,,,Xanthorrhoeaceae,2,0,2
Aloe deltoideodonta,Aloe,deltoideodonta,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe deltoideodonta candicans,Aloe,deltoideodonta,var.,candicans,,,,,Xanthorrhoeaceae,2,0,0
Aloe deltoideodonta v. fallex,Aloe,deltoideodonta,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe deltoideodonta var. candicans,Aloe,deltoideodonta,var.,candicans,,,,,Xanthorrhoeaceae,1,0,0
Aloe dhufarensis,Aloe,dhufarensis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe dichotoma,Aloe,dichotoma,,,,,,,Xanthorrhoeaceae,8,0,6
"Aloe dichotoma Kokerboom, Choje",Aloe,dichotoma,,,,,,,Xanthorrhoeaceae,1,0,4
Aloe diolii,Aloe,diolii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe distans,Aloe,distans,,,,,,,Xanthorrhoeaceae,8,0,4
Aloe divaricata,Aloe,divaricata,,,,,,,Xanthorrhoeaceae,4,0,1
Aloe dorotheae,Aloe,dorotheae,,,,,,,Xanthorrhoeaceae,3,0,1
Aloe dorotheae tanzania,Aloe,dorotheae tanzania,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe dumatorum,Aloe,dumatorum,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe elegans,Aloe,elegans,,,,,,,Xanthorrhoeaceae,4,0,1
Aloe elgonica,Aloe,elgonica,,,,,,,Xanthorrhoeaceae,4,0,2
Aloe ellenbeckii,Aloe,ellenbeckii,,,,,,,Xanthorrhoeaceae,6,0,2
Aloe elongica,Aloe,elongica,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe ericetorum,Aloe,ericetorum,,,,,,,Xanthorrhoeaceae,2,1,0
Aloe erinacea,Aloe,erinacea,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe erythrophylla,Aloe,erythrophylla,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe excelsa,Aloe,excelsa,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe falcata,Aloe,falcata,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe ferox,Aloe,ferox,,,,,,,Xanthorrhoeaceae,7,0,1
"Aloe ferox bergaalwyn, bitteraalwyn",Aloe,ferox,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe fibrosa,Aloe,fibrosa,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe fievetii,Aloe,fievetii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe fimbrialis,Aloe,fimbrialis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe fleurentiniorum,Aloe,fleurentiniorum,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe fleurentinorum,Aloe,fleurentinorum,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe flexifolia,Aloe,flexifolia,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe flexilifolia,Aloe,flexilifolia,,,,,,,Xanthorrhoeaceae,4,0,1
Aloe fragilis,Aloe,fragilis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe framesii,Aloe,framesii,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe gariepensis,Aloe,gariepensis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe gerstneri,Aloe,gerstneri,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe glauca,Aloe,glauca,,,,,,,Xanthorrhoeaceae,7,0,0
Aloe glauca × speciosa,Aloe,glauca × speciosa,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe globuligemma,Aloe,globuligemma,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe grandidentata,Aloe,grandidentata,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe greatheadii,Aloe,greatheadii,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe greatheadii var. davyana,Aloe,greatheadii,var.,davyana,,,,,Xanthorrhoeaceae,1,0,0
Aloe greenii,Aloe,greenii,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe hardyi,Aloe,hardyi,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe harlana,Aloe,harlana,,,,,,,Xanthorrhoeaceae,2,1,0
Aloe helenae,Aloe,helenae,,,,,,,Xanthorrhoeaceae,2,0,2
Aloe 'Hellskloof Bells',Aloe,'Hellskloof Bells',,,,,,,Xanthorrhoeaceae,1,0,1
Aloe Hercules,Aloe,Hercules,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe hereroensis,Aloe,hereroensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe hildebrandtii,Aloe,hildebrandtii,,,,,,,Xanthorrhoeaceae,3,0,1
Aloe hoffmannii,Aloe,hoffmannii,,,,,,,Xanthorrhoeaceae,2,1,0
Aloe humilis,Aloe,humilis,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe humilis var. echinata,Aloe,humilis,var.,echinata,,,,,Xanthorrhoeaceae,1,0,0
Aloe hybrid,Aloe,hybrid,,,,,,,Xanthorrhoeaceae,39,0,24
"Aloe hybrid ""David Verity""",Aloe,hybrid,,,,,,,Xanthorrhoeaceae,1,0,0
"Aloe hybrid ""Pink Blush""",Aloe,hybrid,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe hybrid Santa Barbara,Aloe,hybrid,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe ibitiensis,Aloe,ibitiensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe inexpectata,Aloe,inexpectata,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe inyagensis,Aloe,inyagensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe jacksonii,Aloe,jacksonii,,,,,,,Xanthorrhoeaceae,4,0,0
Aloe jucunda,Aloe,jucunda,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe juvenna,Aloe,juvenna,,,,,,,Xanthorrhoeaceae,4,0,2
Aloe karasbergensis,Aloe,karasbergensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe karasbergensis × striata,Aloe,karasbergensis × striata,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe kedongensis,Aloe,kedongensis,,,,,,,Xanthorrhoeaceae,5,0,0
Aloe khamiesensis,Aloe,khamiesensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe krapohliana,Aloe,krapohliana,,,,,,,Xanthorrhoeaceae,2,0,2
Aloe krausii,Aloe,krausii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe laeta,Aloe,laeta,,,,,,,Xanthorrhoeaceae,2,0,1
Aloe lateritia,Aloe,lateritia,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe leptosiphon,Aloe,leptosiphon,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe lineata,Aloe,lineata,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe littoralis,Aloe,littoralis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe longistyla,Aloe,longistyla,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe lutescens,Aloe,lutescens,,,,,,,Xanthorrhoeaceae,3,0,2
Aloe macrocarpa,Aloe,macrocarpa,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe maculata,Aloe,maculata,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe mandotoensis,Aloe,mandotoensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe marlothii,Aloe,marlothii,,,,,,,Xanthorrhoeaceae,20,0,8
Aloe marlothii × vanbalenii,Aloe,marlothii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe massawana,Aloe,massawana,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe mayottensis? leptosy,Aloe,mayottensis? leptosy,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe mcloughlinii,Aloe,mcloughlinii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe megalacantha,Aloe,megalacantha,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe melanacantha,Aloe,melanacantha,,,,,,,Xanthorrhoeaceae,2,1,0
Aloe micracantha,Aloe,micracantha,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe microstigma,Aloe,microstigma,,,,,,,Xanthorrhoeaceae,8,0,3
Aloe millotii,Aloe,millotii,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe mitriformis x. brevifolia; nobilis,Aloe,mitriformis,,,,,,,Xanthorrhoeaceae,4,0,4
Aloe monticola ×,Aloe,monticola ×,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe morijensis,Aloe,morijensis,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe mubendiensis,Aloe,mubendiensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe mudenensis,Aloe,mudenensis,,,,,,,Xanthorrhoeaceae,4,0,0
Aloe munchii,Aloe,munchii,,,,,,,Xanthorrhoeaceae,2,0,1
Aloe mutabilis,Aloe,mutabilis,,,,,,,Xanthorrhoeaceae,1,0,1
Aloe mutabilis ×,Aloe,mutabilis ×,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe ngobitensis,Aloe,ngobitensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe ngongensis,Aloe,ngongensis,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe nobilis,Aloe,nobilis,,,,,,,Xanthorrhoeaceae,4,0,2
Aloe officinalis,Aloe,officinalis,,,,,,,Xanthorrhoeaceae,1,0,3
Aloe ortholopha,Aloe,ortholopha,,,,,,,Xanthorrhoeaceae,6,0,2
Aloe ortholopha petricola,Aloe,ortholopha petricola,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe parallelifolia,Aloe,parallelifolia,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe parvula,Aloe,parvula,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe peckii,Aloe,peckii,,,,,,,Xanthorrhoeaceae,1,0,3
Aloe peglerae,Aloe,peglerae,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe pendens,Aloe,pendens,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe perfoliata,Aloe,perfoliata,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe petricola,Aloe,petricola,,,,,,,Xanthorrhoeaceae,4,0,1
Aloe petrophila,Aloe,petrophila,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe pictifolia,Aloe,pictifolia,,,,,,,Xanthorrhoeaceae,2,0,3
Aloe pillansii,Aloe,pillansii,,,,,,,Xanthorrhoeaceae,1,0,2
Aloe pirottae,Aloe,pirottae,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe plicatilis,Aloe,plicatilis,,,,,,,Xanthorrhoeaceae,9,1,2
Aloe pluridens,Aloe,pluridens,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe polyphylla,Aloe,polyphylla,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe porphyrostachys,Aloe,porphyrostachys,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe powysiorum,Aloe,powysiorum,,,,,,,Xanthorrhoeaceae,9,0,6
Aloe prinslooii,Aloe,prinslooii,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe pruinosa,Aloe,pruinosa,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe pubescens,Aloe,pubescens,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe ramosissima,Aloe,ramosissima,,,,,,,Xanthorrhoeaceae,6,0,0
Aloe rauhii,Aloe,rauhii,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe reitzii,Aloe,reitzii,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe reynoldsii,Aloe,reynoldsii,,,,,,,Xanthorrhoeaceae,3,0,1
Aloe richardsiae,Aloe,richardsiae,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe rivierei,Aloe,rivierei,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe rubroviolacea,Aloe,rubroviolacea,,,,,,,Xanthorrhoeaceae,5,0,3
Aloe rubroviolacea × flexilifolia,Aloe,rubroviolacea × flexilifolia,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe Rubroviolacea flexilifolia,Aloe,rubroviolacea x flexilifolia,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe Rubroviolacea x fleilifolia,Aloe,rubroviolacea x flexilifolia,,,,,,,Xanthorrhoeaceae,2,0,1
Aloe rubrum,Aloe,rubrum,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe rupestris,Aloe,rupestris,,,,,,,Xanthorrhoeaceae,9,0,2
"Aloe rupestris Kalane, Kraalaalwyn",Aloe,rupestris,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe sabaea,Aloe,sabaea,,,,,,,Xanthorrhoeaceae,4,0,3
Aloe saponaria,Aloe,saponaria,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe schelpei,Aloe,schelpei,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe scobinifolia,Aloe,scobinifolia,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe scorpioides,Aloe,scorpioides,,,,,,,Xanthorrhoeaceae,1,0,0
Aloe secundiflora,Aloe,secundiflora,,,,,,,Xanthorrhoeaceae,2,0,0
Aloe sessileflora,Aloe,sessileflora,,,,,,,Xanthorrhoeaceae,3,0,0
Aloe sinkatana,Aloe,sinkatana,,,,,,,Xanthorrhoeaceae,3,0,1
